Course Name,Region,Website,Email,Phone
Queenstown Golf Club,Otago,http://www.queenstowngolf.co.nz/,proshop@queenstowngolf.co.nz,03 442 9169
Roxburgh Golf Club,Otago,http://roxburghgolfclub.co.nz/,sheenynz@yahoo.co.nz,0274 361 325
St Clair Golf Club,Otago,https://www.stclairgolf.co.nz/,manager@stclairgolf.co.nz,03 487 7076
Taieri Lakes Golf Club,Otago,https://taierilakesgolf.co.nz/,taierigolf@xtra.co.nz,03 489 7450
Tapanui Golf Club,Otago,,richkeri@xtra.co.nz,0274 986 956
Tarras Golf Club,Otago,https://www.tarrasgolf.org.nz/,tarrasgolfclub@gmail.com,022 463 1691
The Hills Golf Club,Otago,http://www.thehills.co.nz/,justin.rapley@thehills.co.nz,03 409 8290
Toko Golf Club,Otago,,,03 417 7073
Twelve Oaks Golf Club,Otago,,twelveoakssecretary@outlook.co.nz,03 489 4947
Waikohu Golf Club,Otago,,,021 663 641
Waitoa Park Golf Club,Otago,https://m.facebook.com/groups/569442664995651/?ref=share,waitoagolf@xtra.co.nz,0277233066
Wanaka Golf Club,Otago,http://www.wanakagolf.co.nz/,pro@wanakagolf.co.nz,03 443 7888
Bluff Golf Club,Southland,,fishchips@xtra.co.nz,03 931 0082
Dipton Golf Club,Southland,,hele.i.baird@gmail.com,03 248 5051
Drummond Golf Club Inc,Southland,https://www.facebook.com/drummond567/,drummond.golf@yahoo.co.nz,03 236 2845
Gore Golf Club,Southland,http://www.goregolfclub.co.nz/,info@goregolfclub.co.nz,0210 431 959
Green Acres Country Club,Southland,http://www.greenacrescountry.org.nz/,greenacrescountry@outlook.com,03 215 9016
Hedgehope Golf Club,Southland,,,03 216 8387
Invercargill Golf Club,Southland,https://invercargillgolf.co.nz/,info@invercargillgolf.co.nz,03 213 1133
Lumsden Golf Club,Southland,,,03 248 7213
Mataura Golf Club,Southland,http://www.matauragolfclub.co.nz/,hello@golfnz.org,03 203 8913
Mossburn Golf Club,Southland,,darrellosment@gmail.com,03 931 0082
Nightcaps Golf Club,Southland,,nightcaps@golf.co.nz,03 225 7846
Otautau Golf Club,Southland,,jack.haywood@xtra.co.nz,
Queens Park Golf Club,Southland,http://queensparkgolfclub.co.nz/,office@queensparkgolfclub.co.nz,03 218 8371
Ringa Ringa Heights Golf Club,Southland,,jonspraggon45@gmail.com,03 219 1114
Riversdale Golf Club,Southland,,southernmeadows@xtra.co.nz,03 202 5137
Riverton Golf Club,Southland,http://www.rivertongolf.co.nz/,bunny.helenburgess@xtra.co.nz,03 234 8873
Te Anau Golf Club,Southland,http://teanaugolf.co.nz/,info@teanaugolf.co.nz,022 620 6819
Tokanui Golf Club,Southland,,,03 2468 520
Tuatapere Golf Club,Southland,https://www.facebook.com/p/Tuatapere-Golf-Club-100057102714309/,,0204389377
Waikaia Golf Club,Southland,,al.louisa.mckee@gmail.com,03 202 7781
Waikaka Golf Club,Southland,,glenthorne1997@gmail.com,03 207 2719
Winton Golf Club,Southland,https://m.facebook.com/pages/category/Sports/Winton-Golf-Club-403347803339685/,,03 236 8422
Wyndham Golf Club,Southland,,WyndhamGolfClub@outlook.co.nz,03 206 4659
Eltham Golf Club,Taranaki,,elthamgolf@elthamgolf.co.nz,06 764 8484
Fitzroy Golf Club,Taranaki,https://www.fitzroygolfclub.co.nz/,office@fgc.nz,06 758 2574
Futures Taranaki,Taranaki,https://www.taranakifutures.org.nz/,futures@taranakigolf.co.nz,06 759 5175
Hawera Golf Club,Taranaki,https://www.haweragolf.com/,haweragolf@gmail.com,06 278 5828
Inglewood Golf Club,Taranaki,http://inglewoodgolf.co.nz/,clubhouse@inglewoodgolf.co.nz,06 756 7472
Kaitake Golf Club,Taranaki,http://www.kaitakegolf.co.nz/,kaitakegolf@xtra.co.nz,06 752 7665
Manaia Golf Club,Taranaki,https://www.taranakigolf.co.nz/clubs/manaia/,neiljackie@xtra.co.nz,06 274 8325
Manukorihi Golf Club,Taranaki,https://www.manukorihigc.com/,manukorihigolf@xtra.co.nz,06 754 7497
New Plymouth Golf Club,Taranaki,http://www.newplymouthgolf.co.nz/,admin@newplymouthgolf.co.nz,06 755 1349
Opunake Golf Club,Taranaki,https://www.taranakigolf.co.nz/clubs/opunake/,opunakegolfclub@gmail.com,06 761 8070
Patea Golf Club Inc,Taranaki,https://www.taranakigolf.co.nz/clubs/patea/,gibbsharvey@gmail.com,06 273 8102
Pungarehu Golf Club,Taranaki,,crowleyxfive@xtra.co.nz,06 763 8255
Stratford Golf Club,Taranaki,https://www.stratfordgolfclub.org/,info@stratfordgolfclub.org,061080942
Strathmore Golf Club,Taranaki,,bucko@primowireless.co.nz,06-7655180
Te Ngutu Golf Club,Taranaki,https://www.taranakigolf.co.nz/clubs/te-ngutu/,office@tengutugolf.co.nz,06 272 8039
Urenui Golf Club,Taranaki,https://urenuigolfclub.co.nz/,urenuigolf@xtra.co.nz,(06)7523702
Waitara Golf Club,Taranaki,https://www.facebook.com/WaitaraGolfClub,waitaragolf@xtra.co.nz,06 754 8923
Waverley Golf Club,Taranaki,,waverley@golf.co.nz,0210 550 631
Westown Golf Club,Taranaki,http://www.westowngolfclub.co.nz/,admin@westowngolfclub.co.nz,06 758 6933
Greenacres Golf Club,Tasman,http://www.greenacresgolfclub.co.nz/,admin@greenacresgolfclub.co.nz,03 544 6441
Motueka Golf Club,Tasman,https://motuekagolf.co.nz/,info@motuekagolf.co.nz,03 528 8998
Murchison Golf Club,Tasman,http://visitmurchison.nz/murchison-golf-course.html,murchisongolf@hotmail.com,03 523 9213
Onekaka Links Golf Club,Tasman,https://www.onekakalinks.com/,info@onekakalinks.co.nz,021 558 185
Takaka Golf Club,Tasman,http://www.takakagolfclub.co.nz/,takaka@golf.co.nz,03 525 9054
Tasman Golf Club,Tasman,https://www.tasmangolfclub.com/,teeup@tasmangolfclub.com,03 526 6819
Totaradale Golf Club,Tasman,http://www.totaradalegolf.co.nz/,info@totaradalegolf.co.nz,03 541 8030
Cambridge Golf Club,Waikato,http://www.cambridgegolf.co.nz/,admin@cambridgegolf.co.nz,07 827 6381
Coromandel Golf Club,Waikato,https://www.sporty.co.nz/coromandelgolfclub,coromandelgolfclub@gmail.com,027 866 8539
Hamilton Golf Club,Waikato,http://www.standrews.co.nz/,manager@hamiltongolf.co.nz,07 849 2069
Hauraki Golf Club,Waikato,http://haurakigolf.co.nz/,bookings@haurakigolf.co.nz,07 867 3197
Horsham Downs Golf Club,Waikato,http://www.horshamdownsgolf.co.nz/home-1,admin@horshamdownsgolf.co.nz,07 829 4709
Hukanui Golf Club,Waikato,https://www.hukanuigolf.co.nz/,hukanuigolf@xtra.co.nz,07 824 3784
Huntly Golf Club Inc,Waikato,https://www.huntlygolfclub.co.nz/,huntlygolf@xtra.co.nz,07 828 8305
Kawhia Golf Club,Waikato,,kawhiagolf@gmail.com,
Kinloch Village Golf Club,Waikato,http://www.kinlochvillagegolfclub.co.nz/,inwards.kvgc@gmail.com,07 378 7663
Lakes Resort Pauanui,Waikato,https://www.lakesresort.com/,golf@lakesresort.com,07 864 9999
Mangakino Golf Club,Waikato,https://www.lovetaupo.com/en/operators/mangakino-golf-club/,mangakino.golf@xtra.co.nz,07 882 8075
Maramarua Golf Club,Waikato,http://www.maramarua.co.nz/,maramarua@xtra.co.nz,09 232 5702
Matamata Golf Club,Waikato,http://www.matamatagolf.co.nz/,matamatagolf@gmail.com,07 888 6109
Mercury Bay Golf Club,Waikato,https://mercurybaygolf.co.nz/,admin@mercurybaygolf.co.nz,07 866 5479
Morrinsville Golf Club,Waikato,http://morrinsvillegolf.co.nz/,manager@morrinsvillegolf.co.nz,07 889 6696
Ngahinepouri Golf Club,Waikato,http://www.countrygolf.co.nz/,pourigolf@xtra.co.nz,07 825 2760
Ngaruawahia Golf Club,Waikato,https://www.golfwaikato.co.nz/,office@golfwaikato.co.nz,07 824 8006
Okoroire Golf Club,Waikato,,,021 275 3765
Onewhero Golf Club,Waikato,http://www.onewherogolf.co.nz/,office@onewherogolf.co.nz,09 233 4038
Paeroa Golf Club,Waikato,http://www.paeroagolf.co.nz/,paeroagolf2@gmail.com,022 162 1300
Pauanui Sports & Recreation Club Inc.,Waikato,http://www.pauanuiclub.co.nz/,golfshop@pauanuiclub.co.nz,07 864 8695
Piopio Aria Golf Club,Waikato,https://www.piopioariagolfclub.co.nz/,piopiogolfclub@gmail.com,07 877 8195
Pirongia Golf Club,Waikato,http://pirongiagolfclub.co.nz/,stephen@workingsmarter.co.nz,07 871 9640
Purangi Golf & Country Club Inc.,Waikato,http://www.purangigolf.nz/,purangi.golf@xtra.co.nz,0274 832 370
Putaruru Golf Club,Waikato,https://www.putarurugolfclub.co.nz/,putarurugolfclub@xtra.co.nz,07 883 8231
Raglan Golf Club,Waikato,https://www.raglangolf.co.nz/,admin@raglangc.co.nz,027 180 10413
Reporoa Golf Club,Waikato,http://reporoagolf.weebly.com/,reporoagolf@gmail.com,027 685 6532
Stewart Alexander Golf Club,Waikato,http://www.stewartalexander.co.nz/,stew.alex.golf@gmail.com,07 871 7907
Tahuna Golf Club,Waikato,https://www.tahunagolfclub.co.nz/,tahunagolfclub@gmail.com,07 887 5861
Tairua Golf Club,Waikato,https://www.tairuagolf.co.nz/,info@tairuagolf.co.nz,07 864 8416
Taupo Golf Club,Waikato,http://www.taupogolf.co.nz/,paul.stewart@craigsip.com,07 378 6933
Te Akau Golf Club,Waikato,,jenny.sharp@xtra.co.nz,021 845 410
Te Aroha Golf Club,Waikato,http://www.sporty.co.nz/tearohagolfclub,teagolfclub@gmail.com,07 884 9656
Te Awamutu Golf Club,Waikato,http://www.teawamutugolf.co.nz/,info@teawamutugolf.co.nz,07 871 5661
Te Kauwhata Golf Course,Waikato,,,07 826 3574
Te Kowhai Golf Club,Waikato,https://www.tekowhaigolf.co.nz/,tekowhaigolf@gmail.com,07 829 8703
Thames Golf Club,Waikato,http://sportsground.co.nz/thamesgolfclub,sales@sportsground.com,07 868 9062
The Dunes Matarangi Golf Club,Waikato,http://www.thedunes.co.nz/,operationsmanager@thedunesmatarangi.com,07 866 5394
The Eagles Nest Hamilton,Waikato,https://theeaglesnest.co.nz/,hamilton@theeaglesnest.co.nz,022 644 6693
The Kinloch Club,Waikato,https://www.thekinlochclub.com/,tom@thekinlochclub.com,07 377 8482
Tieke Golf Estate,Waikato,http://tiekegolf.co.nz/,info@tiekegolf.co.nz,07 843 6287
Tirau Golf Club,Waikato,https://tiraugolfclub.co.nz/,info@golf360.co.nz,07 883 1423
Tokoroa Golf Club,Waikato,https://www.tokoroagolfclub.org.nz/,tokoroagolfclub@xtra.co.nz,07 886 5689
Turangi Golf Club,Waikato,https://turangigolfclub.com/,accounts@turangigolfclub.com,07 386 8724
Waihi Golf Club,Waikato,http://www.waihigolf.co.nz/contact.html,golf@waihigolf.co.nz,07 863 8678
Waikare Golf Club,Waikato,http://www.waikaregolfclub.co.nz/,office@waikaregolfclub.co.nz,07 826 3574
Waikite Valley Golf Club,Waikato,http://www.hotpools.co.nz/,judithandcolin@xtra.co.nz.co.nz,07 333 1861
Wairakei International Golf Course,Waikato,http://www.wairakeigolfcourse.co.nz,info@wairakeigolf.co.nz,(07) 374 8152
Waiterimu Golf Club,Waikato,,admin@waiterimugolf.kiwi,07 828 5805
Waitomo Golf Club,Waikato,http://www.sporty.co.nz/waitomogolf,,027 235 8241
Walton Golf Club,Waikato,http://www.waltongolf.co.nz/,waltongolf@outlook.com,07 888 3731
Whangamata Golf Club,Waikato,http://www.whangamatagolf.net.nz/,proshop@whangagolf.co.nz,07 865 8479
Berhampore Golf Course,Wellington,http://wellington.govt.nz/recreation/play-sport/berhampore-golf-course,info@wcc.govt.nz,04 389 6816
Birdies x Brews,Wellington,https://www.birdiesxbrews.com/,info@birdiesxbrews.com,027 309 8424
Boulcott's Farm Heritage Golf Club,Wellington,https://www.boulcottsfarmhgc.co.nz/,functions@boulcottsfarmhgc.co.nz,04 567 4722
Carterton Golf Club,Wellington,https://www.cartertongolfclub.co.nz/,admin@cartertongolfclub.co.nz,06 379 8457
Castlepoint Golf Course,Wellington,http://www.castlepointgolf.co.nz/,tonyandhelen@xtra.co.nz,021 485 222
Club Wairarapa,Wellington,https://clubwairarapa.com/,,06 370 0012
Futures Wellington,Wellington,https://www.focusfutures.ac.nz/,futureswellington@golfnz.org,04 801 9180
Golf Warehouse - Thorndon,Wellington,https://www.golfwarehouse.nz/?utm_source=wellington&utm_medium=googleplaces,,04 499 4653
Hutt Park Golf Club,Wellington,https://www.golfwarehouse.nz/?utm_source=lower%20hutt&utm_medium=googleplaces,r.pegg@gw.co.nz,04 589 4653
Judgeford Golf Club,Wellington,http://www.judgefordgolf.co.nz/,admin@arbinnovations.co.nz,04 235 7633
Kapiti Golf Club,Wellington,https://www.sporty.co.nz/kgc,kapitigolfclub@gmail.com,04 298 6151
Karori Golf Club,Wellington,http://www.karorigolf.co.nz/,clubhouse@karorigolf.co.nz,04 476 7337
Mahunga Golf Club,Wellington,http://www.mahunga.weebly.com,mahungagolfclub@gmail.com,06 3774990
Manor Park Golf Sanctuary,Wellington,http://www.manorparkgolf.co.nz/,office@manorparkgolf.co.nz,04 563 8558
Martinborough Golf Club,Wellington,http://martinboroughgolfclub.co.nz/,office@martinboroughgolfclub.co.nz,06 306 9076
Masterton Golf Club,Wellington,https://mastertongolfclub.co.nz/,admin@mastertongolfclub.co.nz,06 377 4984
Miramar Golf Club,Wellington,http://www.miramargolfclub.co.nz/,office@miramargolfclub.co.nz,04 801 7649
Miramar Links,Wellington,http://www.miramarlinks.co.nz/,,04 801 7650
Mornington Golf Club,Wellington,http://www.morningtongolf.co.nz/,admin@morningtongolf.co.nz,04 389 6816
Ngawi Hitaround Golf Links,Wellington,,,027 654 1810
NZ Golf,Wellington,http://www.golf.co.nz/,hello@golfnz.org,04 471 0990
Ohariu Valley Golf Club,Wellington,https://ohariugolf.org.nz/,ohariugolf@xtra.co.nz,04 478 4009
Otaki Golf Club,Wellington,http://www.otakigolfclub.co.nz/,rochelle@kapitidesign.co.nz,06 364 8260
Paraparaumu Beach Golf Club,Wellington,http://www.paraparaumubeachgolfclub.co.nz/,golfshop@pbgc.co.nz,04 902 8200
Riversdale Beach Golf Club,Wellington,https://www.riversdalebeachgolfclub.co.nz/,office@riversdalebeachgolfclub.co.nz,06 372 3416
Royal Wellington Golf Club,Wellington,http://www.royalwellington.com/cms/,office@royalwellington.com,04 528 6900
Shandon Golf Club,Wellington,http://shandongolf.co.nz/,shandongolf@outlook.com,04 939 6305
Te Marua Golf Club,Wellington,https://temaruagolfclub.co.nz/,shop@temaruagolfclub.co.nz,04 526 7020
The Morgans Golf Course,Wellington,http://themorgans.co.nz/,,04 237 9027
Titahi Golf Club,Wellington,http://titahigolf.kiwi.nz/,info@titahigolf.co.nz,04 236 7334
Trentham Camp Golf Club,Wellington,https://www.trenthamgolfclub.co.nz/,info@trenthamgolfclub.co.nz,04 527 7039
Waikanae Golf Club,Wellington,http://waikanaegolfclub.co.nz/,office@waikanaegolfclub.co.nz,04 293 6399
Wainuiomata Golf Club,Wellington,https://www.wainuigolf.co.nz/,office@wainuigolf.co.nz,04 564 7746
Wellington Samoa Golf Academy Inc,Wellington,https://www.golfwof.co.nz/,,04 472 0953
WellyPutt Mini Golf,Wellington,http://www.wellyputt.co.nz/,hello@wellyputt.co.nz,0210 810 0567
Greymouth Golf Club,West Coast,http://www.greymouthgolfclub.com,greygolffinance@gmail.com,03 768 5332
Hokitika Golf Club,West Coast,https://hokitikagolf.wixsite.com/hokitikagolfclub,hokitikagolf@gmail.com,027 644 4229
Karamea Golf Club,West Coast,,karameagolfclub@yahoo.co.nz,03 782 6624
Reefton Golf Club,West Coast,,reeftongolf@gmail.com,0274 326 714
Westport Golf Club,West Coast,http://www.westportgolf.co.nz,joyboy6@hotmail.com,(03) 7898132
Whataroa Golf Club,West Coast,,fionadeans@xtra.co.nz,027 360 4427
